Datetime,Household,Sensor_Code,Value_Code,Rolling_Count,Hour,DayOfWeek,Hour_Sin,Hour_Cos,Activity_Code,Activity,Prev_Sensor_1,Prev_Value_1,Time_Diff_1,Prev_Sensor_2,Prev_Value_2,Time_Diff_2,Prev_Sensor_3,Prev_Value_3,Time_Diff_3,Prev_Sensor_4,Prev_Value_4,Time_Diff_4
2013-03-01 16:54:04.161227,hh124,4,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,103,0.529116,4,103,1.132478,4,102,11.219963,4,103,12.380618
2013-03-01 16:54:05.310943,hh124,4,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,102,1.149716,4,103,1.678832,4,103,2.282194,4,102,12.369679
2013-03-01 16:54:07.750607,hh124,4,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,102,2.439664,4,102,3.58938,4,103,4.118496,4,103,4.721858
2013-03-01 16:54:08.283029,hh124,4,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,103,0.532422,4,102,2.972086,4,102,4.121802,4,103,4.650918
2013-03-01 16:54:08.877227,hh124,4,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,103,0.594198,4,103,1.12662,4,102,3.566284,4,102,4.716
2013-03-01 16:54:09.398393,hh124,4,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,102,0.521166,4,103,1.115364,4,103,1.647786,4,102,4.08745
2013-03-01 16:54:24.442101,hh124,4,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,102,15.043708,4,102,15.564874,4,103,16.159072,4,103,16.691494
2013-03-01 16:54:25.553612,hh124,4,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,103,1.111511,4,102,16.155219,4,102,16.676385,4,103,17.270583
2013-03-01 16:54:29.316886,hh124,4,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,102,3.763274,4,103,4.874785,4,102,19.918493,4,102,20.439659
2013-03-01 16:54:29.820353,hh124,4,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,103,0.503467,4,102,4.266741,4,103,5.378252,4,102,20.42196
2013-03-01 16:54:30.427177,hh124,4,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,103,0.606824,4,103,1.110291,4,102,4.873565,4,103,5.985076
2013-03-01 16:54:30.951595,hh124,4,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,102,0.524418,4,103,1.131242,4,103,1.634709,4,102,5.397983
2013-03-01 16:55:02.487211,hh124,4,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,102,31.535616,4,102,32.060034,4,103,32.666858,4,103,33.170325
2013-03-01 16:55:03.617037,hh124,4,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,103,1.129826,4,102,32.665442,4,102,33.18986,4,103,33.796684
2013-03-01 16:55:11.482294,hh124,4,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,102,7.865257,4,103,8.995083,4,102,40.530699,4,102,41.055117
2013-03-01 16:55:14.289283,hh124,4,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,4,Cook_Dinner,4,103,2.806989,4,102,10.672246,4,103,11.802072,4,102,43.337688
2013-03-01 16:56:28.681200,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,4,102,74.391917,4,103,77.198906,4,102,85.064163,4,103,86.193989
2013-03-01 16:56:29.818106,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.136906,4,102,75.528823,4,103,78.335812,4,102,86.201069
2013-03-01 16:56:32.610652,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,2.792546,5,103,3.929452,4,102,78.321369,4,103,81.128358
2013-03-01 16:56:33.724129,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.113477,5,102,3.906023,5,103,5.042929,4,102,79.434846
2013-03-01 16:57:26.980241,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,53.256112,5,103,54.369589,5,102,57.162135,5,103,58.299041
2013-03-01 16:57:28.675469,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.695228,5,102,54.95134,5,103,56.064817,5,102,58.857363
2013-03-01 16:57:38.597921,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,9.922452,5,103,11.61768,5,102,64.873792,5,103,65.987269
2013-03-01 16:57:40.635613,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,2.037692,5,102,11.960144,5,103,13.655372,5,102,66.911484
2013-03-01 16:57:41.408627,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,0.773014,5,103,2.810706,5,102,12.733158,5,103,14.428386
2013-03-01 16:57:43.647225,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,2.238598,5,102,3.011612,5,103,5.049304,5,102,14.971756
2013-03-01 16:57:51.670408,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,8.023183,5,103,10.261781,5,102,11.034795,5,103,13.072487
2013-03-01 16:57:53.394869,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.724461,5,102,9.747644,5,103,11.986242,5,102,12.759256
2013-03-01 16:57:54.926609,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,1.53174,5,103,3.256201,5,102,11.279384,5,103,13.517982
2013-03-01 16:57:54.980020,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,0.053411,5,102,1.585151,5,103,3.309612,5,102,11.332795
2013-03-01 16:57:56.042143,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.062123,5,103,1.115534,5,102,2.647274,5,103,4.371735
2013-03-01 16:57:56.765094,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,0.722951,5,103,1.785074,5,103,1.838485,5,102,3.370225
2013-03-01 16:58:05.754712,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,8.989618,5,102,9.712569,5,103,10.774692,5,103,10.828103
2013-03-01 16:58:06.850983,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.096271,5,102,10.085889,5,102,10.80884,5,103,11.870963
2013-03-01 16:58:26.244344,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,19.393361,5,103,20.489632,5,102,29.47925,5,102,30.202201
2013-03-01 16:58:27.313138,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.068794,5,102,20.462155,5,103,21.558426,5,102,30.548044
2013-03-01 16:58:42.907980,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,15.594842,5,103,16.663636,5,102,36.056997,5,103,37.153268
2013-03-01 16:58:44.012469,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.104489,5,102,16.699331,5,103,17.768125,5,102,37.161486
2013-03-01 16:58:48.887438,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,4.874969,5,103,5.979458,5,102,21.5743,5,103,22.643094
2013-03-01 16:58:50.565442,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.678004,5,102,6.552973,5,103,7.657462,5,102,23.252304
2013-03-01 16:58:54.683343,hh124,5,103,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,102,4.117901,5,103,5.795905,5,102,10.670874,5,103,11.775363
2013-03-01 16:58:55.814624,hh124,5,102,30.0,16,4,-0.8660254037844384,-0.5000000000000004,10,Eat_Dinner,5,103,1.131281,5,102,5.249182,5,103,6.927186,5,102,11.802155
2013-03-01 17:05:08.893289,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,102,373.078665,5,103,374.209946,5,102,378.327847,5,103,380.005851
2013-03-01 17:05:10.235197,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,103,1.341908,5,102,374.420573,5,103,375.551854,5,102,379.669755
2013-03-01 17:07:03.270500,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,102,113.035303,5,103,114.377211,5,102,487.455876,5,103,488.587157
2013-03-01 17:07:04.950909,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,103,1.680409,5,102,114.715712,5,103,116.05762,5,102,489.136285
2013-03-01 17:07:14.685446,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,102,9.734537,5,103,11.414946,5,102,124.450249,5,103,125.792157
2013-03-01 17:07:15.822035,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,103,1.136589,5,102,10.871126,5,103,12.551535,5,102,125.586838
2013-03-01 17:07:16.438351,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,102,0.616316,5,103,1.752905,5,102,11.487442,5,103,13.167851
2013-03-01 17:07:18.078506,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,103,1.640155,5,102,2.256471,5,103,3.39306,5,102,13.127597
2013-03-01 17:07:39.280640,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,102,21.202134,5,103,22.842289,5,102,23.458605,5,103,24.595194
2013-03-01 17:07:40.387628,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,103,1.106988,5,102,22.309122,5,103,23.949277,5,102,24.565593
2013-03-01 17:07:41.959714,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,102,1.572086,5,103,2.679074,5,102,23.881208,5,103,25.521363
2013-03-01 17:07:43.573697,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,10,Eat_Dinner,5,103,1.613983,5,102,3.186069,5,103,4.293057,5,102,25.495191
2013-03-01 17:10:28.067455,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,164.493758,5,103,166.107741,5,102,167.679827,5,103,168.786815
2013-03-01 17:10:29.122787,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.055332,5,102,165.54909,5,103,167.163073,5,102,168.735159
2013-03-01 17:10:30.632375,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,1.509588,5,103,2.56492,5,102,167.058678,5,103,168.672661
2013-03-01 17:10:31.731030,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.098655,5,102,2.608243,5,103,3.663575,5,102,168.157333
2013-03-01 17:10:43.732317,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,12.001287,5,103,13.099942,5,102,14.60953,5,103,15.664862
2013-03-01 17:10:44.872351,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.140034,5,102,13.141321,5,103,14.239976,5,102,15.749564
2013-03-01 17:13:55.160972,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,190.288621,5,103,191.428655,5,102,203.429942,5,103,204.528597
2013-03-01 17:13:56.266756,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.105784,5,102,191.394405,5,103,192.534439,5,102,204.535726
2013-03-01 17:13:57.771595,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,1.504839,5,103,2.610623,5,102,192.899244,5,103,194.039278
2013-03-01 17:13:58.912734,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.141139,5,102,2.645978,5,103,3.751762,5,102,194.040383
2013-03-01 17:14:09.971661,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,11.058927,5,103,12.200066,5,102,13.704905,5,103,14.810689
2013-03-01 17:14:11.083799,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.112138,5,102,12.171065,5,103,13.312204,5,102,14.817043
2013-03-01 17:19:06.967401,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,295.883602,5,103,296.99574,5,102,308.054667,5,103,309.195806
2013-03-01 17:19:08.611770,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.644369,5,102,297.527971,5,103,298.640109,5,102,309.699036
2013-03-01 17:19:35.061523,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,26.449753,5,103,28.094122,5,102,323.977724,5,103,325.089862
2013-03-01 17:19:36.175205,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.113682,5,102,27.563435,5,103,29.207804,5,102,325.091406
2013-03-01 17:30:14.730006,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,638.554801,5,103,639.668483,5,102,666.118236,5,103,667.762605
2013-03-01 17:30:15.860950,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.130944,5,102,639.685745,5,103,640.799427,5,102,667.24918
2013-03-01 17:30:17.360092,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,1.499142,5,103,2.630086,5,102,641.184887,5,103,642.298569
2013-03-01 17:30:18.479925,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.119833,5,102,2.618975,5,103,3.749919,5,102,642.30472
2013-03-01 17:30:28.777374,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,10.297449,5,103,11.417282,5,102,12.916424,5,103,14.047368
2013-03-01 17:30:29.917002,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.139628,5,102,11.437077,5,103,12.55691,5,102,14.056052
2013-03-01 17:40:12.312009,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,582.395007,5,103,583.534635,5,102,593.832084,5,103,594.951917
2013-03-01 17:40:13.348323,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.036314,5,102,583.431321,5,103,584.570949,5,102,594.868398
2013-03-01 17:40:49.726586,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,36.378263,5,103,37.414577,5,102,619.809584,5,103,620.949212
2013-03-01 17:40:50.848260,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.121674,5,102,37.499937,5,103,38.536251,5,102,620.931258
2013-03-01 17:40:55.726372,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,4.878112,5,103,5.999786,5,102,42.378049,5,103,43.414363
2013-03-01 17:40:56.861784,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.135412,5,102,6.013524,5,103,7.135198,5,102,43.513461
2013-03-01 17:41:08.282931,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,11.421147,5,103,12.556559,5,102,17.434671,5,103,18.556345
2013-03-01 17:41:09.409817,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.126886,5,102,12.548033,5,103,13.683445,5,102,18.561557
2013-03-01 17:41:12.196164,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,2.786347,5,103,3.913233,5,102,15.33438,5,103,16.469792
2013-03-01 17:41:13.318085,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.121921,5,102,3.908268,5,103,5.035154,5,102,16.456301
2013-03-01 17:41:40.553533,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,27.235448,5,103,28.357369,5,102,31.143716,5,103,32.270602
2013-03-01 17:41:41.654407,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.100874,5,102,28.336322,5,103,29.458243,5,102,32.24459
2013-03-01 17:41:46.758828,hh124,5,103,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,102,5.104421,5,103,6.205295,5,102,33.440743,5,103,34.562664
2013-03-01 17:41:48.407033,hh124,5,102,30.0,17,4,-0.9659258262890683,-0.25881904510252063,33,Watch_TV,5,103,1.648205,5,102,6.752626,5,103,7.8535,5,102,35.088948
2013-03-01 18:11:27.194338,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,1778.787305,5,103,1780.43551,5,102,1785.539931,5,103,1786.640805
2013-03-01 18:11:28.867255,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,1.672917,5,102,1780.460222,5,103,1782.108427,5,102,1787.212848
2013-03-01 18:22:18.514989,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,649.647734,5,103,651.320651,5,102,2430.107956,5,103,2431.756161
2013-03-01 18:22:20.380033,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,1.865044,5,102,651.512778,5,103,653.185695,5,102,2431.973
2013-03-01 18:22:21.313921,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,0.933888,5,103,2.798932,5,102,652.446666,5,103,654.119583
2013-03-01 18:22:21.442132,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,0.128211,5,102,1.062099,5,103,2.927143,5,102,652.574877
2013-03-01 18:22:22.441631,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,0.999499,5,103,1.12771,5,102,2.061598,5,103,3.926642
2013-03-01 18:22:23.570316,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,1.128685,5,103,2.128184,5,103,2.256395,5,102,3.190283
2013-03-01 18:22:23.606053,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,0.035737,5,102,1.164422,5,103,2.163921,5,103,2.292132
2013-03-01 18:22:25.442200,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,1.836147,5,102,1.871884,5,102,3.000569,5,103,4.000068
2013-03-01 18:22:29.890835,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,4.448635,5,103,6.284782,5,102,6.320519,5,102,7.449204
2013-03-01 18:22:33.076981,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,3.186146,5,102,7.634781,5,103,9.470928,5,102,9.506665
2013-03-01 18:22:34.187144,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,1.110163,5,103,4.296309,5,102,8.744944,5,103,10.581091
2013-03-01 18:22:36.640453,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,2.453309,5,102,3.563472,5,103,6.749618,5,102,11.198253
2013-03-01 18:22:38.497245,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,1.856792,5,103,4.310101,5,102,5.420264,5,103,8.60641
2013-03-01 18:22:39.632070,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,1.134825,5,102,2.991617,5,103,5.444926,5,102,6.555089
2013-03-01 18:22:40.564077,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,0.932007,5,103,2.066832,5,102,3.923624,5,103,6.376933
2013-03-01 18:22:42.433385,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,1.869308,5,102,2.801315,5,103,3.93614,5,102,5.792932
2013-03-01 18:23:20.881699,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,38.448314,5,103,40.317622,5,102,41.249629,5,103,42.384454
2013-03-01 18:23:23.165663,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,2.283964,5,102,40.732278,5,103,42.601586,5,102,43.533593
2013-03-01 18:23:23.223572,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,0.057909,5,103,2.341873,5,102,40.790187,5,103,42.659495
2013-03-01 18:23:24.063440,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,0.839868,5,102,0.897777,5,103,3.181741,5,102,41.630055
2013-03-01 18:23:24.732885,hh124,5,103,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,0.669445,5,103,1.509313,5,102,1.567222,5,103,3.851186
2013-03-01 18:23:25.179832,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,103,0.446947,5,103,1.116392,5,103,1.95626,5,102,2.014169
2013-03-01 18:23:25.863700,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,0.683868,5,103,1.130815,5,103,1.80026,5,103,2.640128
2013-03-01 18:23:27.839403,hh124,5,102,30.0,18,4,-1.0,-1.8369701987210297e-16,33,Watch_TV,5,102,1.975703,5,102,2.659571,5,103,3.106518,5,103,3.775963
2013-03-01 18:23:55.666725,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,5,102,27.827322,5,102,29.803025,5,102,30.486893,5,103,30.93384
2013-03-01 18:23:56.797802,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,1.131077,5,102,28.958399,5,102,30.934102,5,102,31.61797
2013-03-01 18:23:57.707417,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,0.909615,0,103,2.040692,5,102,29.868014,5,102,31.843717
2013-03-01 18:24:00.178179,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,2.470762,0,102,3.380377,0,103,4.511454,5,102,32.338776
2013-03-01 18:24:06.513826,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,6.335647,0,103,8.806409,0,102,9.716024,0,103,10.847101
2013-03-01 18:24:07.682234,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,1.168408,0,102,7.504055,0,103,9.974817,0,102,10.884432
2013-03-01 18:24:09.736647,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,2.054413,0,103,3.222821,0,102,9.558468,0,103,12.02923
2013-03-01 18:24:12.369485,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,2.632838,0,102,4.687251,0,103,5.855659,0,102,12.191306
2013-03-01 18:24:14.971360,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,2.601875,0,103,5.234713,0,102,7.289126,0,103,8.457534
2013-03-01 18:24:16.090734,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,1.119374,0,102,3.721249,0,103,6.354087,0,102,8.4085
2013-03-01 18:25:44.015389,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,87.924655,0,103,89.044029,0,102,91.645904,0,103,94.278742
2013-03-01 18:25:45.143351,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,1.127962,0,102,89.052617,0,103,90.171991,0,102,92.773866
2013-03-01 18:25:50.397620,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,5.254269,0,103,6.382231,0,102,94.306886,0,103,95.42626
2013-03-01 18:25:52.264391,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,1.866771,0,102,7.12104,0,103,8.249002,0,102,96.173657
2013-03-01 18:25:53.390394,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,1.126003,0,103,2.992774,0,102,8.247043,0,103,9.375005
2013-03-01 18:25:58.902060,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,5.511666,0,102,6.637669,0,103,8.50444,0,102,13.758709
2013-03-01 18:25:59.414591,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,0.512531,0,103,6.024197,0,102,7.1502,0,103,9.016971
2013-03-01 18:26:05.604750,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,6.190159,0,102,6.70269,0,103,12.214356,0,102,13.340359
2013-03-01 18:26:14.566831,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,8.962081,0,103,15.15224,0,102,15.664771,0,103,21.176437
2013-03-01 18:26:17.223108,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,2.656277,0,102,11.618358,0,103,17.808517,0,102,18.321048
2013-03-01 18:26:18.552079,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,1.328971,0,103,3.985248,0,102,12.947329,0,103,19.137488
2013-03-01 18:26:21.165467,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,2.613388,0,102,3.942359,0,103,6.598636,0,102,15.560717
2013-03-01 18:26:21.917501,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,0.752034,0,103,3.365422,0,102,4.694393,0,103,7.35067
2013-03-01 18:26:26.418652,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,4.501151,0,102,5.253185,0,103,7.866573,0,102,9.195544
2013-03-01 18:26:26.956831,hh124,0,103,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,102,0.538179,0,103,5.03933,0,102,5.791364,0,103,8.404752
2013-03-01 18:26:28.069380,hh124,0,102,30.0,18,4,-1.0,-1.8369701987210297e-16,27,Toilet,0,103,1.112549,0,102,1.650728,0,103,6.151879,0,102,6.903913
